X,Y,OBJECTID,RADICADO,HORA,DIA_NOMBRE,PERIODO,CLASE,DIRECCION,DIRECCION_ENC,CBML,TIPO_GEOCOD,EXPEDIENTE,GRAVEDAD,BARRIO,COMUNA,DISENO,MES,DIA,FECHA,MES_NOMBRE,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD
-75.7038158742467,6.22180566397041,3357,1794178,17:30:00,DOMINGO  ,2022,Choque,Calle 64 B Con Carrera 104 E,0,Sin inf,No Ubicada,A001433820,HERIDO,,,Tramo de via,06,12,2022/06/12 00:00:00+00,JUNIO     ,820000,1180000,-75.70381587,6.22180566
-75.5842048329668,6.26225774022886,3358,1781434,18:40:00,SÁBADO   ,2022,Otro,Calle 65 Con Carrera 70,CL  065   070  000 00000,Sin inf,Malla vial,A001421260,HERIDO,B. Cerro  El Volador,Robledo,Tramo de via,02,26,2022/02/26 00:00:00+00,FEBRERO   ,833240.43,1184472.57,-75.58420483,6.26225774
-75.7038158742467,6.22180566397041,3359,1776253,19:00:00,MARTES   ,2022,Atropello,Carrera 48 Con Calle 12 A,CR  048   012 A  000 00000, ,No Ubicada,A001415971,HERIDO, , ,Tramo de via,01,11,2022/01/11 00:00:00+00,ENERO     ,820000,1180000,-75.70381587,6.22180566
-75.5787742299241,6.24138554252623,3360,1791678,15:40:00,DOMINGO  ,2022,Choque,Carrera 63 Con Calle 36,CR  063   036  000 00000,1105,Malla vial,A001431422,HERIDO,Los Conquistadores,Laureles Estadio,Tramo de via,05,22,2022/05/22 00:00:00+00,MAYO      ,833841.46,1182163.8,-75.57877423,6.24138554
-75.7038158742467,6.22180566397041,3361,1794988,12:40:00,VIERNES  ,2022,Choque,Carrera 25 Con Calle 1 A Sur,CR  025  S 001 A  000 00000, ,No Ubicada,A001485295,SOLO DAÑOS, , ,Tramo de via,06,17,2022/06/17 00:00:00+00,JUNIO     ,820000,1180000,-75.70381587,6.22180566
-75.5441562558983,6.24183282137368,3362,1788384,06:30:00,JUEVES   ,2022,Otro,Calle 56 Con Carrera 22 A,CL  056   022 A  000 00000,0812,Malla vial,A001427736,HERIDO,La Libertad,Villa Hermosa,Lote o Predio,04,21,2022/04/21 00:00:00+00,ABRIL     ,837673.33,1182213.3,-75.54415626,6.24183282
-75.5810522055589,6.25600970539576,3363,1793850,17:00:00,VIERNES  ,2022,Choque,Calle 50 Con Carrera 65,CL  050   065  000 00000,1101,Malla vial,A001433602,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,06,10,2022/06/10 00:00:00+00,JUNIO     ,833589.36,1183781.44,-75.58105221,6.25600971
-75.5572331385897,6.27158328427474,3364,1789997,00:30:00,VIERNES  ,2022,Choque,Calle 78 Con Carrera 48 A,CL  078   048 A  000 00000,0410,Malla vial,A001429522,HERIDO,Campo Valdés No. 1,Aranjuez,Lote o Predio,05,06,2022/05/06 00:00:00+00,MAYO      ,836225.8,1185504.07,-75.55723314,6.27158328
-75.5791029912425,6.25165614181844,3365,1796255,01:00:00,DOMINGO  ,2022,Choque,Carrera 62 Con Calle 47,CR  062   047  000 00000,1102,Malla vial aproximada: CR 63-48,A001485629,HERIDO,Suramericana,Laureles Estadio,Tramo de via,06,26,2022/06/26 00:00:00+00,JUNIO     ,833805.1,1183299.87,-75.57910299,6.25165614
-75.5725650561056,6.20094755162493,3366,1796756,08:13:00,JUEVES   ,2022,Choque,Carrera 43 A Con Calle 3  Sur,CR  043 A  S 003  000 00000,Sin inf,Malla vial,A001486240,SOLO DAÑOS,Alejandría,El Poblado,Tramo de via,06,30,2022/06/30 00:00:00+00,JUNIO     ,834528.69,1177690.79,-75.57256506,6.20094755
-75.5945693299813,6.24996059098682,3367,1796077,23:30:00,JUEVES   ,2022,Atropello,Calle 44 Con Carrera 75,CL  044   075  000 00000,1112,Malla vial,A001485509,HERIDO,El Velódromo,Laureles Estadio,Lote o Predio,06,23,2022/06/23 00:00:00+00,JUNIO     ,832093.15,1183112.39,-75.59456933,6.24996059
-75.5695728452656,6.28848728230649,3368,1792676,08:30:00,LUNES    ,2022,Otro,Carrera 64 C Con Calle 93,CR  064 C   093  000 00000,0512,Malla vial,A001432332,HERIDO,Castilla,Castilla,Tramo de via,05,30,2022/05/30 00:00:00+00,MAYO      ,834860.01,1187373.88,-75.56957285,6.28848728
-75.5586939788153,6.30100886172807,3369,1787658,16:50:00,LUNES    ,2022,Choque,Carrera 63 Con Calle 105 A,CR  063   105 A  000 00000,Sin inf,Malla vial,A001427501,SOLO DAÑOS,Héctor Abad Gómez,Castilla,Tramo de via,04,18,2022/04/18 00:00:00+00,ABRIL     ,836064.07,1188758.94,-75.55869398,6.30100886
-75.5567486668544,6.18547324150838,3370,1777413,15:40:00,JUEVES   ,2022,Choque,Carrera 16 Con Calle 12  Sur,CR  016  S 012  000 00000,Sin inf,Malla vial,A001417026,SOLO DAÑOS,Suburbano el Tesoro,Corregimiento de Santa Elena,Lote o Predio,01,20,2022/01/20 00:00:00+00,ENERO     ,836279.57,1175979.12,-75.55674867,6.18547324
-75.5882538157059,6.240906514955,3371,1793078,14:20:00,MARTES   ,2022,Choque,Carrera 66 B Con Calle 34 A,CR  066 B   034 A  000 00000,1105,Malla vial,A001432815,SOLO DAÑOS,Los Conquistadores,Laureles Estadio,Tramo de via,05,31,2022/05/31 00:00:00+00,MAYO      ,832792.16,1182110.85,-75.58825382,6.24090652
-75.5737497136226,6.23873534631875,3372,1782392,14:15:00,DOMINGO  ,2022,Choque,Carrera 52 Con Calle 37,CR  052   037  000 00000,1011,Malla vial,A001422586,SOLO DAÑOS,Calle Nueva,La Candelaria,Interseccion,03,06,2022/03/06 00:00:00+00,MARZO     ,834397.62,1181870.64,-75.57374971,6.23873535
-75.5776146463085,6.24715077061817,3373,1778346,09:50:00,MARTES   ,2022,Atropello,Calle 44 Con Carrera 59,CL  044   059  000 00000,1008,Malla vial,A001418079,HERIDO,Corazón de Jesús,La Candelaria,Tramo de via,02,01,2022/02/01 00:00:00+00,FEBRERO   ,833969.83,1182801.51,-75.57761465,6.24715077
-75.5689722218243,6.2336188598909,3374,1783559,00:11:00,JUEVES   ,2022,Choque,Calle 33 Con Carrera 42 A,CL  033   042 A  000 00000,Sin inf,Malla vial,A001422793,SOLO DAÑOS,,,Tramo de via,03,10,2022/03/10 00:00:00+00,MARZO     ,834926.44,1181304.68,-75.56897222,6.23361886
-75.5744272431202,6.23187750431587,3375,1789891,23:30:00,VIERNES  ,2022,Choque,Carrera 50 Con Calle 30,CR  050   030  000 00000,1012,Malla vial,A001429769,SOLO DAÑOS,Perpetuo Socorro,La Candelaria,Tramo de via,05,06,2022/05/06 00:00:00+00,MAYO      ,834322.61,1181112.07,-75.57442724,6.2318775
-75.6054080246225,6.2274012726787,3376,1782189,01:30:00,DOMINGO  ,2022,Choque,Carrera 83 Con Calle 26,CR  083   026  000 00000,1614,Malla vial,A001422216,HERIDO,La Palma,Belén,Tramo de via,03,06,2022/03/06 00:00:00+00,MARZO     ,830893.24,1180617.1,-75.60540803,6.22740127
-75.5807801961768,6.25662320002961,3377,1797384,08:00:00,MARTES   ,2022,Otro,Carrera 65 Con Calle 52,CR  065   052  000 00000,1101,Malla vial aproximada: CR 65-51,A001486568,HERIDO,Carlos E. Restrepo,Laureles Estadio,Lote o Predio,07,05,2022/07/05 00:00:00+00,JULIO     ,833619.47,1183849.3,-75.5807802,6.2566232
-75.5633755191814,6.26350459179626,3378,1795562,10:30:00,JUEVES   ,2022,Choque,Calle 67 Con Carrera 51,CL  067   051  000 00000,1001,Malla vial,A001485545,SOLO DAÑOS,Sevilla,Aranjuez,Glorieta,06,23,2022/06/23 00:00:00+00,JUNIO     ,835545.94,1184610.45,-75.56337552,6.26350459
-75.5691562780407,6.29314484616538,3379,1796370,06:00:00,MIÉRCOLES,2022,Caida Ocupante,Carrera 64 C Con Calle 98,CR  064 C   098  000 00000,509,Malla vial aproximada: CR 65-98,A001486722,HERIDO,Girardot,Castilla,Tramo de via,07,06,2022/07/06 00:00:00+00,JULIO     ,834906.12,1187889.07,-75.56915628,6.29314485
-75.5674578675429,6.29508711199016,3380,1788928,05:40:00,DOMINGO  ,2022,Atropello,Carrera 64 C Con Calle 101,CR  064 C   101  000 00000,0510,Malla vial,A001428811,HERIDO,Tricentenario,Castilla,Tramo de via,05,01,2022/05/01 00:00:00+00,MAYO      ,835094.1,1188103.91,-75.56745787,6.29508711
-75.5427349753331,6.24005983682668,3381,1786391,20:30:00,MIÉRCOLES,2022,Otro,Calle 56 B Con Carrera 20,CL  056 B   020  000 00000,812,Malla vial aproximada: CL 56A-20,A001426065,HERIDO,La Libertad,Villa Hermosa,Lote o Predio,04,06,2022/04/06 00:00:00+00,ABRIL     ,837830.66,1182017.19,-75.54273498,6.24005984
-75.569010565678,6.2386525035142,3382,1782708,07:30:00,JUEVES   ,2022,Choque,Carrera 44 Con Calle 39,CR  044   039  000 00000,1020,Malla vial,A001422362,SOLO DAÑOS,San Diego,La Candelaria,Interseccion,03,03,2022/03/03 00:00:00+00,MARZO     ,834922.2,1181861.47,-75.56901057,6.2386525
-75.5598170495889,6.28343202810751,3383,1783401,14:20:00,MIÉRCOLES,2022,Choque,Calle 92 Con Carrera 50 C,CL  092   050 C  000 00000,0402,Malla vial,A001423488,HERIDO,San Isidro,Aranjuez,Interseccion,03,16,2022/03/16 00:00:00+00,MARZO     ,835939.79,1186814.7,-75.55981705,6.28343203
-75.5750194576439,6.22412601251646,3384,1795329,15:20:00,VIERNES  ,2022,Choque,Carrera 48 Con Calle 20,CR  048   020  000 00000,1403,Malla vial,A001484974,SOLO DAÑOS,Villa Carlota,El Poblado,Tramo de via,06,17,2022/06/17 00:00:00+00,JUNIO     ,834257.04,1180254.65,-75.57501946,6.22412601
-75.6212943824294,6.23597741266335,3385,1787805,14:15:00,MIÉRCOLES,2022,Otro,Calle 31 B Con Carrera 102 A,CL  031 B   102 A  000 00000,1616,Malla vial cruce invertido,A001427563,HERIDO,Las Violetas,Belén,Lote o Predio,04,20,2022/04/20 00:00:00+00,ABRIL     ,829134.83,1181565.9,-75.62129438,6.23597741
-75.5745581302874,6.23098602107466,3386,1786101,17:30:00,VIERNES  ,2022,Volcamiento,Calle 29 Con Carrera 48,CL  029   048  000 00000,1012,Malla vial,A001424838,HERIDO,Perpetuo Socorro,La Candelaria,Paso Elevado,04,01,2022/04/01 00:00:00+00,ABRIL     ,834308.12,1181013.46,-75.57455813,6.23098602
-75.5641449989064,6.26146370708064,3387,1795534,00:00:00,DOMINGO  ,2022,Choque,Carrera 51 Con Calle 64,CR  051   064  000 00000,1001,Malla vial,A001485837,SOLO DAÑOS,Prado,La Candelaria,Interseccion,06,26,2022/06/26 00:00:00+00,JUNIO     ,835460.77,1184384.7,-75.564145,6.26146371
-75.5570191599221,6.24984456423579,3388,1788178,01:30:00,VIERNES  ,2022,Choque,Calle 57 Con Carrera 39,CL  057   039  000 00000,Sin inf,Malla vial,A001427954,SOLO DAÑOS,Boston,La Candelaria,Interseccion,04,22,2022/04/22 00:00:00+00,ABRIL     ,836249.52,1183099.47,-75.55701916,6.24984456
-75.5547543037845,6.23736569208551,3389,1784732,19:00:00,SÁBADO   ,2022,Choque,Calle 44 Con Carrera 30,CL  044   030  000 00000,0910,Malla vial,A001424076,SOLO DAÑOS,La Milagrosa,Buenos Aires,Tramo de via,03,19,2022/03/19 00:00:00+00,MARZO     ,836500.24,1181719.14,-75.5547543,6.23736569
-75.5985087139243,6.25904910198593,3390,1781125,20:30:00,MARTES   ,2022,Choque,Carrera 81 Con Calle 48,CR  081   048  000 00000,1202,Malla vial,A001420754,HERIDO,Calasanz,La América,Lote o Predio,02,22,2022/02/22 00:00:00+00,FEBRERO   ,831657.17,1184117.73,-75.59850871,6.2590491
-75.5904717487894,6.20050698743186,3391,1779543,13:20:00,MIÉRCOLES,2022,Choque,Carrera 53 Con Calle 9 B Sur,CR  053  S 009 B  000 00000,1511,Malla vial,A001419293,SOLO DAÑOS,La Colina,Guayabal,Tramo de via,02,09,2022/02/09 00:00:00+00,FEBRERO   ,832546.44,1177642.12,-75.59047175,6.20050699
-75.5739821891353,6.2611775887185,3392,1783824,23:10:00,VIERNES  ,2022,Otro,Calle 58 Con Carrera 63,CL  058   063  000 00000,0701,Malla vial,A001423803,HERIDO,Universidad Nacional,Robledo,Tramo de via,03,18,2022/03/18 00:00:00+00,MARZO     ,834371.93,1184353.06,-75.57398219,6.26117759
-75.7038158742467,6.22180566397041,3393,1796918,13:00:00,MARTES   ,2022,Otro,Transversal 25 Con Calle 11  Sur,0,Sin inf,No Ubicada,A001485906,HERIDO,,,Lote o Predio,06,28,2022/06/28 00:00:00+00,JUNIO     ,820000,1180000,-75.70381587,6.22180566
-75.6148451773419,6.2748587788274,3394,1776770,09:10:00,SÁBADO   ,2022,Choque,Calle 61 Con Carrera 105 D,CL  061   105 D  000 00000,0720,Malla vial,A001416626,SOLO DAÑOS,,,Tramo de via,01,15,2022/01/15 00:00:00+00,ENERO     ,829849.11,1185866.64,-75.61484518,6.27485878
-75.5725807690911,6.22546106008314,3395,1794432,12:30:00,LUNES    ,2022,Choque,Calle 24 Con Carrera 43 G,CL  024   043 G  000 00000,1401,Malla vial,A001434161,SOLO DAÑOS,Barrio Colombia,El Poblado,Tramo de via,06,13,2022/06/13 00:00:00+00,JUNIO     ,834526.99,1180402.32,-75.57258077,6.22546106
-75.5750229677924,6.26572664442606,3396,1789265,09:30:00,SÁBADO   ,2022,Choque,Carrera 64 C Con Calle 67,CR  064 C   067  000 00000,0517,Malla vial,A001429115,SOLO DAÑOS,Caribe,Castilla,Tramo de via,04,30,2022/04/30 00:00:00+00,ABRIL     ,834256.74,1184856.25,-75.57502297,6.26572664
-75.5695670911397,6.29165063361294,3397,1791165,00:00:00,JUEVES   ,2022,Choque,Carrera 65 Con Calle 96,CR  065   096  000 00000,0511,Malla vial,A001431121,HERIDO,Castilla,Castilla,Tramo de via,05,19,2022/05/19 00:00:00+00,MAYO      ,834860.65,1187723.79,-75.56956709,6.29165063
-75.5663006064682,6.2467504293446,3398,1781818,06:00:00,MARTES   ,2022,Choque,Carrera 46 Con Calle 48,CR  046   048  000 00000,1019,Malla vial,A001421871,SOLO DAÑOS,La Candelaria,La Candelaria,Tramo de via,03,01,2022/03/01 00:00:00+00,MARZO     ,835222.17,1182757.21,-75.56630061,6.24675043
-75.5715061744465,6.282405646262,3399,1794162,07:00:00,MARTES   ,2022,Caida Ocupante,Carrera 64 C Con Calle 88,CR  064 C   088  000 00000,0512,Malla vial,A001434013,HERIDO,Oleoducto,Castilla,Tramo de via,06,14,2022/06/14 00:00:00+00,JUNIO     ,834646.02,1186701.17,-75.57150617,6.28240565
-75.5591019634873,6.24792647441851,3400,1793624,19:00:00,MIÉRCOLES,2022,Choque,Calle 52 Con Carrera 39,CL  052   039  000 00000,1016,Malla vial,A001433389,HERIDO,Boston,La Candelaria,Lote o Predio,06,08,2022/06/08 00:00:00+00,JUNIO     ,836018.98,1182887.3,-75.55910196,6.24792647
-75.5615715227365,6.25836796865742,3401,1776799,07:15:00,LUNES    ,2022,Choque,Carrera 49 Con Calle 62,CR  049   062  000 00000,1001,Malla vial,A001416469,HERIDO,Prado,La Candelaria,Interseccion,01,17,2022/01/17 00:00:00+00,ENERO     ,835745.62,1184042.27,-75.56157152,6.25836797
-75.5664053407859,6.25598933852773,3402,1788372,07:25:00,SÁBADO   ,2022,Choque,Carrera 51 Con Calle 57,CR  051   057  000 00000,1018,Malla vial,A001428098,SOLO DAÑOS,Villa Nueva,La Candelaria,Tramo de via,04,23,2022/04/23 00:00:00+00,ABRIL     ,835210.58,1183779.16,-75.56640534,6.25598934
-75.5904224277571,6.2640785885121,3403,1776907,06:20:00,MARTES   ,2022,Choque,Calle 53 Con Carrera 76 A,CL  053   076 A  000 00000,1114,Malla vial,A001416580,HERIDO,Los Colores,Laureles Estadio,Tramo de via,01,18,2022/01/18 00:00:00+00,ENERO     ,832552.24,1184674.01,-75.59042243,6.26407859
-75.5756416797625,6.25345148047009,3404,1781462,14:30:00,VIERNES  ,2022,Choque,Carrera 57 Con Calle 50,CR  057   050  000 00000,Sin inf,Malla vial,A001421127,HERIDO,San Benito,La Candelaria,Tramo de via,02,25,2022/02/25 00:00:00+00,FEBRERO   ,834188.23,1183498.45,-75.57564168,6.25345148
-75.6092282607416,6.23106850383284,3405,1776859,22:20:00,SÁBADO   ,2022,Atropello,Calle 30 Con Carrera 86,CL  030   086  000 00000,1615,Malla vial,A001416290,HERIDO,Los Alpes,Belén,Interseccion,01,15,2022/01/15 00:00:00+00,ENERO     ,830470.4,1181022.78,-75.60922826,6.2310685
-75.6139208399531,6.2225840584313,3406,1798528,10:30:00,LUNES    ,2022,Choque,Calle 18 Con Carrera 90,CL  018   090  000 00000,Sin inf,Malla vial,A001488561,SOLO DAÑOS, , ,Tramo de via,07,18,2022/07/18 00:00:00+00,JULIO     ,829950.88,1180084.33,-75.61392084,6.22258406
-75.5841167341136,6.28412429262735,3407,1778406,20:00:00,MARTES   ,2022,Otro,Calle 80 Con Carrera 85,CL  080   085  000 00000,Sin inf,Malla vial,A001418119,HERIDO,El Diamante,Robledo,Lote o Predio,02,01,2022/02/01 00:00:00+00,FEBRERO   ,833250.27,1186891.31,-75.58411673,6.28412429
-75.5912819459574,6.2019330818456,3408,1792672,01:00:00,LUNES    ,2022,Otro,Carrera 53 C Con Calle 9  Sur,CR  053 C  S 009  000 00000,1511,Malla vial,A001432257,HERIDO,La Colina,Guayabal,Lote o Predio,05,30,2022/05/30 00:00:00+00,MAYO      ,832456.76,1177799.87,-75.59128195,6.20193308
-75.5764231663702,6.25384770781474,3409,1788438,06:30:00,DOMINGO  ,2022,Otro,Calle 50 Con Carrera 62,CL  050   062  000 00000,Sin inf,Malla vial,A001427983,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,04,24,2022/04/24 00:00:00+00,ABRIL     ,834101.73,1183542.28,-75.57642317,6.25384771
-75.6201005862103,6.24780292732057,3410,1781058,12:00:00,MIÉRCOLES,2022,Choque,Carrera 107 Con Calle 35,CR  107   035  000 00000,1311,Malla vial,A001420857,HERIDO,Belencito,San Javier,Tramo de via,02,23,2022/02/23 00:00:00+00,FEBRERO   ,829267.11,1182873.95,-75.62010059,6.24780293
-75.5624772682904,6.28991307031027,3411,1794867,18:00:00,LUNES    ,2022,Choque,Carrera 52 Con Calle 97,CR  052   097  000 00000,0402,Malla vial,A001485137,SOLO DAÑOS,San Isidro,Aranjuez,Tramo de via,06,20,2022/06/20 00:00:00+00,JUNIO     ,835645.35,1187531.59,-75.56247727,6.28991307
-75.5696498228544,6.28839208545638,3412,1796998,19:31:00,MIÉRCOLES,2022,Choque,Carrera 64 C Con Calle 94,CR  064 C   094  000 00000,0512,Malla vial cruce invertido,A001487851,SOLO DAÑOS,Castilla,Castilla,Tramo de via,07,13,2022/07/13 00:00:00+00,JULIO     ,834851.49,1187363.35,-75.56964982,6.28839209
-75.5603204193148,6.22757186561504,3413,1786065,11:50:00,VIERNES  ,2022,Choque,Carrera 31 Con Calle 29,CR  031   029  000 00000,0913,Malla vial,A001426454,SOLO DAÑOS,Loreto,Buenos Aires,Interseccion,04,08,2022/04/08 00:00:00+00,ABRIL     ,835884.13,1180635.8,-75.56032042,6.22757187
-75.5713102763072,6.25114134897433,3414,1787948,05:40:00,JUEVES   ,2022,Otro,Calle 50 Con Carrera 54,CL  050   054  000 00000,1006,Malla vial,A001427602,HERIDO,San Benito,La Candelaria,Lote o Predio,04,21,2022/04/21 00:00:00+00,ABRIL     ,834667.66,1183242.91,-75.57131028,6.25114135
-75.5934546624434,6.24982522624948,3415,1779998,06:55:00,LUNES    ,2022,Choque,Calle 44 Con Carrera 74,CL  044   074  000 00000,1117,Malla vial,A001419753,SOLO DAÑOS,Florida Nueva,Laureles Estadio,Interseccion,02,14,2022/02/14 00:00:00+00,FEBRERO   ,832216.53,1183097.41,-75.59345466,6.24982523
-75.602818055752,6.24099815305846,3416,1793327,17:30:00,DOMINGO  ,2022,Choque,Carrera 81 Con Calle 34 A,CR  081   034 A  000 00000,1109,Malla vial aproximada: CR 81-34,A001433205,SOLO DAÑOS,Las Acacias,Laureles Estadio,Tramo de via,06,05,2022/06/05 00:00:00+00,JUNIO     ,831180.04,1182121.08,-75.60281806,6.24099815
-75.5834940091594,6.19602953430122,3417,1780639,17:30:00,SÁBADO   ,2022,Choque,Calle 12  Sur Con Carrera 50 C,CL S 012   050 C  000 00000,1510,Malla vial,A001420530,SOLO DAÑOS,Guayabal,Guayabal,Tramo de via,02,19,2022/02/19 00:00:00+00,FEBRERO   ,833318.85,1177146.82,-75.58349401,6.19602953
-75.5676922352209,6.29434986037531,3418,1794722,22:10:00,SÁBADO   ,2022,Choque,Carrera 64 C Con Calle 97,CR  064 C   097  000 00000,0510,Malla vial,A001484942,SOLO DAÑOS,Tricentenario,Castilla,Tramo de via,06,18,2022/06/18 00:00:00+00,JUNIO     ,835068.16,1188022.36,-75.56769224,6.29434986
-75.5620996638809,6.29544511354893,3419,1787192,23:00:00,VIERNES  ,2022,Caida Ocupante,Carrera 63 Con Calle 103 EE,CR  063   103 EE 000 00000,0507,Malla vial,A001426395,HERIDO,Héctor Abad Gómez,Castilla,Tramo de via,04,08,2022/04/08 00:00:00+00,ABRIL     ,835687.14,1188143.51,-75.56209966,6.29544511
-75.5660203840033,6.25691879033216,3420,1793287,02:10:00,DOMINGO  ,2022,Atropello,Calle 58 Con Carrera 51,CL  058   051  000 00000,1003,EPM sin Interior,A001432987,MUERTO,Jesús Nazareno,La Candelaria,Paso Inferior,06,05,2022/06/05 00:00:00+00,JUNIO     ,835253.19,1183881.97,-75.56602038,6.25691879
-75.5935190530159,6.27921895866729,3421,1777360,03:30:00,DOMINGO  ,2022,Choque,Calle 76 Con Carrera 87,CL  076   087  000 00000,Sin inf,Malla vial,A001417087,HERIDO,Villa Flora,Robledo,Tramo de via,01,23,2022/01/23 00:00:00+00,ENERO     ,832209.58,1186348.76,-75.59351905,6.27921896
-75.5600953400784,6.24223080675036,3422,1794558,12:22:00,MIÉRCOLES,2022,Choque,Carrera 37 Con Calle 45,CR  037   045  000 00000,Sin inf,Malla vial,A001484624,SOLO DAÑOS,Buenos Aires,Buenos Aires,Tramo de via,06,15,2022/06/15 00:00:00+00,JUNIO     ,835909.03,1182257.28,-75.56009534,6.24223081
-75.5416031006659,6.29463177856177,3423,1792813,05:10:00,MARTES   ,2022,Otro,Calle 107 Con Carrera 32,CL  107   032  000 00000,0101,Malla vial,A001432387,HERIDO,Santo Domingo Savio No. 1,Popular,Lote o Predio,05,31,2022/05/31 00:00:00+00,MAYO      ,837955.68,1188053.6,-75.5416031,6.29463178
-75.5752803059237,6.27188961899996,3424,1779409,07:20:00,SÁBADO   ,2022,Choque,Carrera 65 Con Calle 72,CR  065   072  000 00000,0517,Malla vial,A001419376,HERIDO,Caribe,Castilla,Ciclo Ruta,02,12,2022/02/12 00:00:00+00,FEBRERO   ,834228.27,1185537.96,-75.57528031,6.27188962
-75.5725508131082,6.26526372359054,3425,1790140,09:30:00,JUEVES   ,2022,Choque,Carrera 64 C Con Calle 68,CR  064 C   068  000 00000,517,Malla vial aproximada: CR 64-67,A001429488,SOLO DAÑOS,Caribe,Castilla,Interseccion,05,05,2022/05/05 00:00:00+00,MAYO      ,834530.37,1184805.04,-75.57255081,6.26526372
-75.5826307474808,6.25984941398903,3426,1798097,19:00:00,LUNES    ,2022,Choque,Calle 55 Con Carrera 67 B,CL  055   067 B  000 00000,1101,Malla vial,A001487423,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,07,11,2022/07/11 00:00:00+00,JULIO     ,833414.65,1184206.17,-75.58263075,6.25984941
-75.6343453847222,6.22246677030748,3427,1789809,11:30:00,LUNES    ,2022,Choque,Carrera 111 Con Calle 17,CR  111   017  000 00000,7084,Malla vial,A001429240,SOLO DAÑOS,Buga Patio Bonito,Corregimiento de Altavista,Tramo de via,05,02,2022/05/02 00:00:00+00,MAYO      ,827690,1180071.61,-75.63434539,6.22246677
-75.5615502759578,6.30339927848684,3428,1797835,16:30:00,SÁBADO   ,2022,Choque,Carrera 64 C Con Calle 104,CR  064 C   104  000 00000,0502,Malla vial,A001487196,HERIDO,Las Brisas,Castilla,Lote o Predio,07,09,2022/07/09 00:00:00+00,JULIO     ,835747.94,1189023.35,-75.56155028,6.30339928
-75.6083510237482,6.22958892290022,3429,1785270,19:40:00,VIERNES  ,2022,Choque,Calle 29 Con Carrera 85,CL  029   085  000 00000,1615,Malla vial aproximada: CL 28-85,A001424853,HERIDO,Los Alpes,Belén,Interseccion,04,01,2022/04/01 00:00:00+00,ABRIL     ,830567.49,1180859.11,-75.60835102,6.22958892
-75.5850127403441,6.22294811421274,3430,1789446,11:45:00,LUNES    ,2022,Choque,Carrera 65 B Con Calle 20,CR  065 B   020  000 00000,Sin inf,Malla vial,A001428986,HERIDO,Santa Fé,Guayabal,Interseccion,05,02,2022/05/02 00:00:00+00,MAYO      ,833150.84,1180124.39,-75.58501274,6.22294811
-75.5976883656287,6.25883091663948,3431,1798297,16:15:00,VIERNES  ,2022,Atropello,Carrera 80 Con Calle 48,CR  080   048  000 00000,1113,Malla vial,A001487883,HERIDO,El Estadio,Laureles Estadio,Tramo de via,07,15,2022/07/15 00:00:00+00,JULIO     ,831747.97,1184093.59,-75.59768837,6.25883092
-75.5761955968529,6.23737317178402,3432,1793265,21:20:00,VIERNES  ,2022,Otro,Carrera 62 Con Calle 36,CR  062   036  000 00000,1012,Malla vial aproximada: CR 61-36,A001432834,HERIDO,Perpetuo Socorro,La Candelaria,Tramo de via,06,03,2022/06/03 00:00:00+00,JUNIO     ,834126.88,1181719.97,-75.5761956,6.23737317
-75.5732501937541,6.26021162648572,3433,1793714,12:45:00,JUEVES   ,2022,Choque,Calle 58 Con Carrera 57,CL  058   057  000 00000,1004,Malla vial,A001433446,HERIDO,Jesús Nazareno,La Candelaria,Tramo de via,06,09,2022/06/09 00:00:00+00,JUNIO     ,834452.95,1184246.21,-75.57325019,6.26021163
-75.5458988959048,6.2083529485575,3434,1787709,14:10:00,MARTES   ,2022,Atropello,Calle 10 A Con Carrera 10,CL  010 A   010  000 00000,9004,Malla vial,A001427406,HERIDO,Las Palmas,Corregimiento de Santa Elena,Tramo de via,04,19,2022/04/19 00:00:00+00,ABRIL     ,837480.57,1178509.96,-75.5458989,6.20835295
-75.5726635583948,6.27699391404989,3435,1793396,12:30:00,LUNES    ,2022,Choque,Carrera 64 C Con Calle 78,CR  064 C   078  000 00000,0517,Malla vial,A001433298,SOLO DAÑOS,Terminal de Transporte,Castilla,Tramo de via,06,06,2022/06/06 00:00:00+00,JUNIO     ,834517.91,1186102.56,-75.57266356,6.27699391
-75.5639211271432,6.3078833618339,3436,1787458,10:15:00,LUNES    ,2022,Choque,Carrera 65 Con Calle 113,CR  065   113  000 00000,0502,Malla vial,A001427341,SOLO DAÑOS,Las Brisas,Castilla,Tramo de via,04,18,2022/04/18 00:00:00+00,ABRIL     ,835485.54,1189519.35,-75.56392113,6.30788336
-75.5415525902478,6.29269666348057,3437,1795726,14:00:00,DOMINGO  ,2022,Choque,Carrera 31 Con Calle 102 C,CR  031   102 C  000 00000,0111,Malla vial,A001486029,SOLO DAÑOS,La Avanzada,Popular,Tramo de via,06,26,2022/06/26 00:00:00+00,JUNIO     ,837961.28,1187839.55,-75.54155259,6.29269666
